	PC1	PC2	cell_type	AC
SRR5757062	0.420577565023941	-17.6461834045358	E6.75	1
SRR5757063	-3.95549164441378	-12.457902764837101	E6.75	1
SRR5757064	-37.8023391216182	-0.30454722585996	E6.75	2
SRR5757065	-49.009861542171286	11.188511143857601	E6.75	2
SRR5757066	-4.93273283921416	-19.7812257905452	E6.75	1
SRR5757067	2.27595230320142	-27.4544540447427	E6.75	1
SRR5757068	-11.1400538831908	-9.84286308251764	E6.75	1
SRR5757069	-6.46382718479618	-7.51669321390185	E6.75	1
SRR5757070	-6.999792297387401	-15.6594827559832	E6.75	1
SRR5757071	-2.25257493102333	-16.1442926835578	E6.75	1
SRR5757072	-9.29054270308024	-18.9578603711871	E6.75	1
SRR5757073	-0.877546341252159	-10.613219354376499	E6.75	1
SRR5757074	-7.07473586098276	-20.037610463293397	E6.75	1
SRR5757075	-0.769028541150612	-27.5927562063169	E6.75	1
SRR5757076	1.35764024163644	-14.2839280129038	E6.75	1
SRR5757077	-4.213208318884	-14.2951151176437	E6.75	1
SRR5757078	-3.52440145338452	-20.0344625155026	E6.75	1
SRR5757079	-0.6635490930643609	-18.224704219420897	E6.75	1
SRR5757080	-9.01388946094924	-11.8258749768835	E6.75	1
SRR5757081	2.58208259180334	-13.416976936079099	E6.75	1
SRR5757082	-0.0667325271043251	-11.1857850471536	E6.75	1
SRR5757083	-0.0142229618590463	-20.952670869226502	E6.75	1
SRR5757084	-8.88805272158576	-13.141198729839196	E6.75	1
SRR5757085	-2.9140899043632595	-17.776142715179	E6.75	1
SRR5757086	4.53037479717709	-12.874348266995499	E6.75	1
SRR5757087	1.65809991945307	-7.02656404294621	E6.75	1
SRR5757088	1.71232261228033	-22.877564159303603	E6.75	1
SRR5757089	2.8048629933413194	-19.459026732688894	E6.75	1
SRR5757090	2.9808079485105403	-12.7740901789797	E6.75	1
SRR5757091	-4.48232800711501	-8.9002219299562	E6.75	1
SRR5757092	5.08622640770161	-20.461739905276694	E6.75	1
SRR5757093	-7.06394037824649	-27.710611280857602	E6.75	1
SRR5757094	-2.61654611195364	-16.0327540339173	E6.75	1
SRR5757095	1.60441730311731	-26.328039852002806	E6.75	1
SRR5757096	-1.89426619255738	-23.556543654659	E6.75	1
SRR5757097	-0.94348723637692	-16.70019468211	E6.75	1
SRR5757098	-5.456550339530281	-8.822627591079641	E6.75	1
SRR5757099	-10.2755473414304	-21.638166959741696	E6.75	1
SRR5757100	-0.4014003270615179	-19.9247730429041	E6.75	1
SRR5757101	1.07191103973017	-19.176201005470602	E6.75	1
SRR5757102	3.8512665941059	-7.277686455787411	E6.75	1
SRR5757103	-0.446663807794355	-8.780287972774403	E6.75	1
SRR5757104	1.53545408421427	-11.0909373454979	E6.75	1
SRR5757105	4.0015088138823804	-17.7410552052783	E6.75	1
SRR5757106	-2.7379181632474303	-21.213245432462895	E6.75	1
SRR5757107	-4.42620681229648	-10.8786260508428	E6.75	1
SRR5757108	2.47404181948605	-13.3640295502378	E6.75	1
SRR5757109	-6.133360587157121	-17.0592151453145	E6.75	1
SRR5757110	-6.16310101167572	-22.6699693380727	E6.75	1
SRR5757111	-1.85700360284033	-11.271283530149699	E6.75	1
SRR5757112	-4.94854994614037	-14.797705048554402	E6.75	1
SRR5757113	-3.74433027840921	-12.482251370115499	E6.75	1
SRR5757114	0.72074792336276	-19.077305501662	E6.75	1
SRR5757115	3.83491575304446	-19.5861658063681	E6.75	1
SRR5757116	-6.107660288440759	-17.541788375436198	E6.75	1
SRR5757117	5.46833112708964	-21.872622725163602	E6.75	1
SRR5757118	-1.3842983012948	-18.3397427248772	E6.75	1
SRR5757119	-0.8874121999508751	-17.8984071605323	E6.75	1
SRR5757120	-1.57908047924103	-15.267766564312902	E6.75	1
SRR5757121	-18.745281319193897	-3.0327226857979195	E6.75	1
SRR5757122	-8.460987384747929	-22.257563560532397	E6.75	1
SRR5757123	-7.20174014177835	-17.598185516350398	E6.75	1
SRR5757124	-2.3388864998101697	-17.665940559490302	E6.75	1
SRR5757125	-12.4286941237698	-11.8494966753375	E6.75	1
