exon	frequency	size	mean_expression	read_counts	psi_mean	psi_binary
Prr13_1	0.37031875346899784	0.4476405058365012	1.307916179010368	0.8239087409443188	0.22056554997249073	-0.4595323293784402
Prrc2b_5	0.3173624270140434	0.8981907182526658	0.9217550921324269	0.44039844769492265	0.03435484703090341	0.6097655716208944
Prrg2_1	0.09801738335721334	0.416406304774112	0.42427471139371975	0.19522626949594227	0.24305555555555558	3.4339872044851463
Prrg2_2	0.09801738335721334	0.416406304774112	0.42427471139371975	0.1668646256173004	0.22499999999999998	3.367295829986474
Pstk_1	0.09764815675809409	0.6640482117374367	1.1401009559169464	0.7709183212051256	0.17571545325232074	0.1278333715098848
Ptk2_2	0.1421139036593445	0.6309336866691547	0.5384583469876627	0.1505766736225763	0.13958333333333334	2.70805020110221
Ptprg_1	0.18190501626902106	0.4663398700265603	0.48863819996173014	0.1478016195678042	0.07051282051282054	2.0368819272610397
Ptprk_1	0.20323052358000945	0.4294439961597223	0.26300627278792094	0.11001305867840436	0.27391304347826084	3.0910424533583165
Puf60_1	0.2446255054449467	1.2924338324956064	1.4557406651411195	0.9141953981863409	0.06947100463962519	-0.9367692632176957
Pum1_16	0.2377676574818939	0.7756041212485734	1.0150630713518256	0.3844293012157505	0.2577082121858242	1.4240346891027376
Pum1_7	0.2377676574818939	0.7756041212485734	1.0150630713518256	0.3844293012157505	0.24534632034632042	1.7227665977411037
Pum2_2	0.12193331796445987	1.1324399721053071	0.8036526841875957	0.5881454767929291	0.12119181955783287	0.22314355131420993
Pum2_nmdSE_1	0.12193331796445987	1.1324399721053071	0.8036526841875957	0.1902054681208915	0.27906976744186046	3.7376696182833666
Pxn_1	0.23324318159638996	0.33074210239181917	0.27257525205669403	0.0480987063755776	0.2222222222222222	2.0794415416798353
Qrich1_2	0.09481319034765028	1.1083445599361306	1.1193421311792964	0.48487671941642474	0.1446063118559977	0.39465419200394863
Qrich1_6	0.09481319034765028	1.1083445599361306	1.1193421311792964	0.3577975423891605	0.09572722127900402	0.8167611365271221
Qrich1_8	0.09481319034765028	1.1083445599361306	1.1193421311792964	0.5121842231190005	0.10441654895117303	0.2803019651541585
Rab11fip1_1	0.16241344204706362	0.6935663830904062	0.26210288859489217	0.16952086926104046	0.09583333333333333	3.4339872044851463
Rabggtb_nmdSE_1	0.42208606325764586	0.7245854913606061	1.4418766310191744	0.9585681874502531	0.018122880944034636	-0.9852836033611067
Racgap1_1	0.26023841964126254	0.853254009888379	1.2452974657011127	0.8047102789031115	0.20887324002285362	-0.36974702550608496
Racgap1_2	0.26023841964126254	0.853254009888379	1.2452974657011127	0.3662967271765728	0.14273025824749963	0.719122666963206
Rad18_2	0.30407913193755925	0.4162518021925366	0.6728349571243692	0.5097714697916617	0.0719428458865079	0.37037378829689427
Ranbp17_2	0.1900957393288026	0.6091108314453947	0.47809236395506116	0.17478510925339769	0.23886554621848743	1.5404450409471486
Rap1gds1_1	0.09130775128813229	0.3442948593011118	0.3216593497333257	0.1505766736225763	0.294139194139194	2.2512917986064953
Rbbp6_1	0.31377858257265007	0.9060093727688315	0.6819576897144778	0.2535300976230492	0.11417508417508426	1.3862943611198908
Rbm26_2	0.0580636588188746	1.469100622954281	0.6759319687146537	0.3402832948116548	0.04833737690880552	1.526056303495049
Rbms1_1	0.33447368702175967	0.3277712818372347	0.7158817049987225	0.4230243516254999	0.2815265815265815	1.1349799328389847
Rbpms_15	0.42788802360112027	0.5946236102856222	1.1400649843969066	0.7748784806989828	0.24962667652587678	0.01980262729617973
Rcc1_3	0.2914250397709941	0.7116739137150907	1.3540483652971056	0.9418962511213474	0.29860138183694457	-0.22738984219566089
