	SRR4047452	SRR4047453	SRR4047431	SRR4047415	SRR4047430	SRR4047450	SRR4047404	SRR4047426	SRR4047425	SRR4047424	SRR4047441	SRR4047410	SRR4047448	SRR4047440	SRR4047446	SRR4047406	SRR4047422	SRR4047435	SRR4047451	SRR4047434	SRR4047408	SRR4047437	SRR4047454	SRR4047405	SRR4047445	SRR4047444	SRR4047414	SRR4047399	SRR4047443	SRR4047449	SRR4047396	SRR4047400	SRR4047398	SRR4047442	SRR4047457	SRR4047419	SRR4047417	SRR4047401	SRR4047403	SRR4047412	SRR4047420	SRR4047423	SRR4047436	SRR4047455	SRR4047428	SRR4047411	SRR4047429	SRR4047427	SRR4047397	SRR4047447	SRR4047456	SRR4047438	SRR4047402	SRR4047433	SRR4047416	SRR4047418	SRR4047421	SRR4047458	SRR4047439	SRR4047432	SRR4047409	SRR4047407	SRR4047297	SRR4047296	SRR4047335	SRR4047282	SRR4047281	SRR4047356	SRR4047348	SRR4047372	SRR4047375	SRR4047366	SRR4047383	SRR4047380	SRR4047246	SRR4047382	SRR4047361	SRR4047386	SRR4047373	SRR4047251	SRR4047368	SRR4047376	SRR4047357	SRR4047245	SRR4047355	SRR4047266	SRR4047277	SRR4047258	SRR4047269	SRR4047247	SRR4047264	SRR4047253	SRR4047268	SRR4047276	SRR4047250	SRR4047256	SRR4047248	SRR4047377	SRR4047395	SRR4047270	SRR4047272	SRR4047265	SRR4047273	SRR4047275	SRR4047384	SRR4047257	SRR4047267	SRR4047259	SRR4047262	SRR4047249	SRR4047381	SRR4047365	SRR4047252	SRR4047274	SRR4047261	SRR4047387	SRR4047374	SRR4047388	SRR4047360	SRR4047364	SRR4047358	SRR4047363	SRR4047255	SRR4047392	SRR4047379	SRR4047271	SRR4047370	SRR4047367	SRR4047354	SRR4047369	SRR4047378	SRR4047391	SRR4047385	SRR4047394	SRR4047254	SRR4047291	SRR4047371	SRR4047393	SRR4047333	SRR4047342	SRR4047389	SRR4047292	SRR4047329	SRR4047313	SRR4047326	SRR4047293	SRR4047307	SRR4047328	SRR4047324	SRR4047305	SRR4047306	SRR4047304	SRR4047327	SRR4047334	SRR4047312	SRR4047337	SRR4047320	SRR4047317	SRR4047289	SRR4047347	SRR4047303	SRR4047294	SRR4047319	SRR4047316	SRR4047330	SRR4047314	SRR4047308	SRR4047298	SRR4047349	SRR4047286	SRR4047325	SRR4047310	SRR4047350	SRR4047284	SRR4047345	SRR4047339	SRR4047351	SRR4047352	SRR4047336	SRR4047340	SRR4047309	SRR4047301	SRR4047318	SRR4047343	SRR4047341	SRR4047287	SRR4047321	SRR4047288	SRR4047322	SRR4047346	SRR4047344	SRR4047302	SRR4047353	SRR4047299	SRR4047279	SRR4047283	SRR4047290	SRR4047300	SRR4047280	SRR4047311	SRR4047285	SRR4047338
MED23_1		0.0	0.0			0.0		0.0													0.0																																																			0.0					1.0										1.0												0.0						0.0						1.0																																			1.0																								0.0			0.0			0.0														0.0							1.0					
MED23_4		1.0	1.0		1.0	1.0		1.0													1.0																																																			1.0					1.0										1.0												1.0						1.0																																																																	1.0			1.0			1.0							0.0					1.0		1.0				0.0								
MED27_3	0.378138847858198	1.0	1.0	1.0	1.0	1.0			1.0	0.4468646864686469	1.0	1.0	1.0	1.0	1.0				1.0		1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0			1.0		1.0	1.0	1.0				1.0			1.0	1.0							1.0			1.0	1.0			0.125			1.0	1.0		1.0	1.0		1.0			1.0				1.0	1.0						1.0	1.0	0.5223880597014925	1.0	1.0	1.0	1.0				1.0	1.0		1.0	1.0	1.0			1.0	1.0	1.0		1.0		1.0			1.0	1.0				1.0											1.0						1.0		1.0		0.0	1.0					1.0					1.0			1.0												0.0		1.0	0.0					1.0								1.0					1.0				1.0							
MED31_1	1.0					1.0	0.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0		0.0		1.0				1.0	1.0			1.0		1.0		1.0	1.0			1.0	1.0		1.0		1.0		1.0		1.0			1.0			1.0	1.0									1.0	1.0			1.0			1.0	1.0	1.0	0.009009009009009007				0.4766917293233083			1.0		0.37922403003754696	1.0	0.0		1.0	1.0	0.0	0.0		0.5841584158415841						0.6744186046511628	1.0	1.0							1.0	0.0	1.0	1.0	1.0	1.0	1.0					0.0		1.0		1.0										1.0	1.0	1.0	1.0	1.0				0.6419753086419753	0.9568345323741008	1.0	1.0				1.0	1.0															1.0			1.0			1.0							1.0			1.0			1.0	0.0		1.0		1.0			0.0													
MEF2A_1						1.0			1.0			1.0				1.0		1.0	1.0						1.0			1.0	1.0				1.0		1.0		1.0												1.0																				0.0								1.0								1.0											1.0			1.0			0.0							1.0										1.0			1.0				1.0				1.0										0.09090909090909093																			1.0	1.0																																					1.0	1.0	1.0		1.0	
MEGF10_1									0.8983050847457628								0.0				0.41818181818181815																		1.0		0.9591836734693876	1.0		0.0					0.0	1.0	0.1056563500533618	0.0948905109489051		0.0													0.0									0.27586206896551724	0.0																			0.0																0.0				0.0			1.0									0.0																																																																										
MEIS1_1																																																																0.07407407407407407				1.0		1.0	1.0	1.0			1.0	1.0	1.0	0.0		1.0		0.10071942446043164		0.7496706192358367		0.9624413145539906	1.0		0.5760368663594471	1.0		1.0	1.0	1.0	1.0	1.0	0.9478260869565216	1.0	0.3006134969325153			1.0			1.0	0.8623188405797102		1.0		1.0	1.0	1.0						0.9982803095442819	1.0	1.0			1.0		1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0					1.0						1.0				1.0		1.0	0.9962335216572504			1.0	1.0	1.0	1.0	1.0			0.0	1.0		1.0			1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0			0.9848866498740554	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	0.9699812382739212
MELK_1	1.0				1.0	1.0	1.0	0.19806763285024154	0.4545454545454545	1.0	0.8995983935742972	0.9401709401709402	1.0	0.5			1.0			1.0	1.0	0.6068376068376068	1.0	1.0	0.9327731092436976	1.0		1.0	1.0	1.0	1.0	1.0	0.9589041095890408	1.0	1.0	1.0	0.9230769230769232	1.0	1.0	1.0	0.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0					0.610062893081761	1.0	0.9325842696629212	1.0			0.019498607242339837	1.0		1.0		1.0	1.0		1.0				1.0		1.0	1.0				1.0		1.0				1.0		0.0	1.0		0.6029411764705882	1.0		0.8046181172291297	0.9550561797752808				1.0	1.0	1.0	1.0	1.0	1.0	0.0		1.0	1.0			1.0		1.0		1.0						0.0	1.0				0.7777777777777778																																																																												
MELK_13				1.0	0.0	0.3394495412844037		1.0			0.21649484536082475	0.6558139534883721	1.0	1.0	1.0						0.5111111111111111	0.35064935064935066	1.0	1.0	0.0	1.0		1.0	0.9565217391304348	1.0	0.0	1.0	0.2801724137931034	0.0	1.0		0.0	0.0		1.0			0.998542274052478	0.0		1.0	0.0	1.0	0.0	1.0					0.0							1.0		1.0			0.7377049180327869		0.0		1.0		1.0			1.0				0.9485294117647058						1.0		1.0			1.0	1.0	1.0	0.6363636363636364	0.0					0.0	0.6111111111111112	1.0	1.0	0.9156118143459916	0.1504424778761062		0.0	0.0			1.0				0.0						0.0125	0.0				1.0													1.0	0.0																																																														
MELK_17				1.0	0.6883116883116883	1.0		1.0			0.875	0.9651162790697676									1.0	0.32558139534883723			1.0	1.0				1.0	0.19597989949748745	1.0	1.0	1.0	1.0		0.9142857142857144	1.0		1.0		1.0	1.0	0.1986111111111111		1.0	1.0	1.0	1.0	1.0					1.0		1.0					1.0		0.6779661016949152			1.0		1.0							1.0				1.0		0.0				1.0					1.0	1.0	1.0	1.0	1.0		0.0			1.0	0.5505617977528089		1.0	1.0	1.0		1.0	1.0			1.0				1.0						1.0	1.0																	1.0	1.0																																																														
MELK_4				1.0	1.0	1.0		0.9735682819383259	1.0		1.0	1.0	1.0	1.0							0.59375	1.0	1.0	1.0	1.0	1.0		0.009523809523809523	0.0	0.8519447929736512	0.0	0.9901960784313726	1.0	1.0	0.9955849889624724	1.0	0.913793103448276	0.038461538461538464						0.0		1.0	0.023622047244094488	1.0		1.0					0.0		1.0					0.0		0.8823529411764706					0.0		0.0		1.0			1.0				1.0		1.0				1.0		1.0	1.0		1.0	1.0		1.0	1.0		1.0			1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			0.0				1.0						1.0	1.0			1.0	1.0														1.0																																																														
MEMO1_1	1.0			1.0	1.0	1.0	1.0		0.0	1.0		0.2333333333333333					1.0		1.0	1.0								0.0		1.0			1.0							0.0	1.0		0.0	1.0	1.0				1.0										1.0					1.0	1.0																								1.0				1.0															1.0																						1.0								1.0		1.0	1.0												1.0																																						1.0				1.0							
MEMO1_3					0.0	1.0	1.0		1.0			1.0	1.0		1.0		1.0		1.0	1.0								1.0	1.0	1.0			1.0							1.0	1.0		1.0		1.0														0.0					1.0	1.0																								1.0																			1.0																						1.0								1.0		0.0	1.0																		1.0	1.0	1.0																														1.0				1.0							
MEMO1_4				0.0	0.0	1.0	1.0		1.0			1.0					1.0		1.0	1.0								1.0	1.0	1.0			1.0							1.0	1.0		1.0		1.0																			1.0	1.0																								1.0				0.0															1.0																						1.0								1.0			1.0																		1.0	1.0	1.0																														1.0				1.0							
MEMO1_5	1.0			1.0	0.8861209964412812		1.0		1.0	1.0		1.0					1.0		1.0	1.0										1.0			1.0							1.0	1.0		1.0		1.0														0.0				1.0		1.0																								1.0				1.0															1.0																																0.0	1.0																																																													
MEMO1_6	1.0			1.0	1.0	0.16883116883116886	1.0		1.0	1.0		1.0	0.0				1.0		1.0	1.0								1.0	1.0	1.0			1.0							1.0	1.0		1.0		1.0																		1.0	0.0	1.0																								0.8411764705882353				1.0															1.0																						0.0								1.0			1.0																		0.0	0.0	1.0																														0.0				0.0							
MEST_3	1.0	0.8689337584130358	0.8827751196172249	1.0	1.0	1.0		1.0	0.6628352490421456	1.0	0.3142857142857143	1.0	1.0	0.7385620915032679	0.2455089820359281	0.9975	1.0	0.998998998998999	1.0		0.4612546125461255	1.0	0.0	0.0	1.0	0.9976525821596244	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	0.510989010989011	1.0	1.0	1.0	1.0	0.9852476290832456	0.983637039791744	0.38957816377171217	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0					1.0		1.0	1.0				1.0		1.0	1.0	1.0	0.0					1.0	1.0	1.0				0.0	1.0			1.0					1.0	1.0	1.0	1.0	1.0				1.0		1.0	1.0		1.0		1.0			1.0											1.0											1.0						1.0																	1.0																						1.0													1.0			0.9970149253731344	
METAP1_1	1.0	0.6916299559471366	0.5853658536585366		1.0	1.0	1.0	1.0	0.0	1.0		0.3977272727272727	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		0.5965130759651308	0.6526946107784432	0.4102259215219976	1.0	1.0	1.0	0.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0									0.44075829383886256	1.0	0.4577387486278814		1.0	1.0			1.0	1.0		1.0						1.0							1.0				1.0					1.0		1.0	1.0	1.0									1.0		1.0	1.0			1.0	0.0		1.0			1.0									1.0	1.0															1.0	1.0																											1.0											1.0								1.0													1.0		1.0	
METTL13_3					1.0		0.0						1.0			1.0		1.0	1.0	0.0										1.0				1.0		1.0					1.0		1.0			1.0			1.0	1.0																		0.0																																																																					1.0			1.0																																						1.0								1.0															1.0	
METTL14_1	0.0			1.0			1.0			0.0					0.2416666666666667		1.0			1.0	1.0		0.0	0.0	1.0					1.0				0.16226415094339622			1.0	0.0							1.0			0.0	1.0	0.0			1.0	1.0	1.0				1.0	1.0						1.0	0.0		1.0		1.0		0.0				1.0	1.0																		1.0	1.0		1.0	0.5384615384615384		1.0							1.0									1.0			1.0			1.0	1.0	1.0		1.0									1.0																1.0																				1.0												1.0		1.0											1.0				1.0
METTL15_1		1.0				0.05660377358490566									0.0										0.0			0.0	0.0		0.0		0.0			0.16574585635359115	0.0							0.0							0.0			0.0						0.0		0.0					0.0																			0.0			0.0		0.0								0.0							0.0							1.0		0.0																							0.0				0.0																																																												
METTL1_3	0.0	0.27586206896551724	0.28		0.97196261682243	1.0	1.0		0.18181818181818185		1.0		0.5072886297376094	1.0	1.0	0.7333333333333333	1.0	0.8974358974358975	1.0	1.0	1.0							1.0	1.0	0.0						1.0		1.0			0.0						1.0		1.0							1.0	1.0	1.0			1.0	0.4298507462686567								1.0			1.0								1.0															1.0			1.0																				1.0		0.9953488372093025					1.0								1.0					1.0																													0.9941520467836256										1.0								1.0						0.0	0.0									
METTL21A_2		1.0	1.0		1.0			1.0	1.0						1.0	1.0	1.0	1.0			1.0										1.0		1.0			1.0		1.0	1.0			1.0		0.9990530303030304		1.0			1.0												1.0				1.0										1.0																	1.0																				1.0		1.0		1.0																		1.0					0.0																	0.0																						0.0								0.0												1.0				
METTL22_2	1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0		1.0						1.0	0.2682926829268293	0.0	1.0	1.0		0.0	1.0				1.0	1.0	1.0			1.0		0.0	1.0			1.0			1.0	1.0					1.0			1.0	1.0								1.0					1.0																												1.0									1.0						1.0	1.0			1.0																				1.0				1.0										1.0						1.0																1.0			1.0				1.0			1.0												1.0	1.0	1.0								1.0
METTL22_5		1.0	1.0		1.0			1.0	1.0		0.31958762886597936		1.0						1.0	1.0		1.0	0.0	0.0												1.0		1.0			0.0				1.0					0.0																	1.0												0.0																1.0				0.0			1.0			0.0						0.0																							0.0				0.0										0.0																						0.0			0.0																			0.0	0.0	1.0								0.0
METTL23_2					0.0						1.0														0.0						1.0		0.4473684210526316	0.0			0.0							1.0						1.0																																					0.0													1.0							1.0																				1.0																																																																											
METTL23_4											1.0											0.0						0.028571428571428567	0.014492753623188406		1.0		1.0	0.0										1.0						1.0									1.0																																									1.0							1.0																				1.0																																																																											
METTL3_4		1.0	1.0		1.0	0.979933110367893	1.0	1.0			1.0		1.0		1.0				1.0	1.0		1.0	0.0	0.0		1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0		1.0		1.0				1.0	1.0							1.0								1.0									1.0	1.0	1.0	1.0			1.0			1.0	0.0							0.075			1.0	1.0	1.0	1.0					1.0	1.0			1.0	1.0		1.0				1.0	1.0		1.0		1.0			0.0	1.0		1.0					0.0				1.0	1.0	1.0	1.0			1.0	1.0										1.0																																	1.0													1.0	1.0			1.0		
METTL6_4	0.5473833097595474				0.4415584415584416	0.0	0.9676113360323888	0.12359550561797752		0.4823321554770318	0.0					1.0		1.0	1.0	0.9861303744798889	1.0				0.0			0.927536231884058	0.8938053097345132	0.8288770053475936			0.0	0.0			0.0								0.017964071856287425	0.0		1.0		1.0											0.0				1.0						1.0		0.0																1.0			1.0							0.0	0.17073170731707318				0.0		1.0			0.0				0.0									1.0		1.0			1.0		1.0		0.0016207455429497568			0.0																								0.0																		0.0		1.0						1.0		1.0											0.0		1.0			
METTL8_1	1.0	1.0			1.0			1.0		1.0		1.0	1.0								0.0				1.0		1.0			1.0							1.0			0.0			0.0		0.0	1.0	0.0							1.0			0.0						1.0																																	0.0				0.0																																																																																			1.0																			
METTL8_2		1.0	1.0		1.0	1.0			1.0			1.0	1.0	1.0		1.0		1.0	1.0		0.0		1.0	1.0	1.0					1.0			1.0	1.0			1.0	1.0		0.8111111111111111		1.0	0.843501326259947		0.2857142857142857		0.0		1.0	1.0						1.0	0.4009661835748792	1.0	1.0	1.0	1.0					1.0			1.0				1.0																							0.0				0.0				1.0							1.0	1.0	1.0						1.0					1.0						1.0																																				1.0											1.0			1.0			1.0																			
METTL8_21	1.0	1.0	1.0		0.1111111111111111			1.0		0.8736842105263158															0.08333333333333333		1.0							1.0			0.10526315789473684				0.0					1.0			0.5217391304347826	1.0			1.0	1.0									1.0																																																																																																																																											
METTL8_22					0.902097902097902	0.0		1.0				1.0	1.0	0.0		1.0		0.9938271604938272					0.0	0.0	0.06422018348623854		1.0			0.4782608695652174			0.0	1.0			0.1506849315068493	0.7		0.0		0.0	0.0						1.0	1.0						0.0	0.0	0.0		0.0			1.0						0.0				0.0																																						0.0	0.0	0.0						0.0					0.0						0.0																																															0.0						1.0																			
METTL8_23	1.0	0.13253012048192772	0.07142857142857142		0.6792452830188679					1.0		1.0	1.0			1.0		1.0												1.0			0.0	0.9101123595505618				1.0											0.1864406779661017	1.0				1.0																																																																																																																																	1.0																			
METTL8_3		1.0	1.0	1.0	0.7530864197530864	1.0			1.0			1.0	1.0	1.0		1.0	1.0	1.0	1.0				1.0	1.0	0.5056179775280899					1.0			1.0	1.0			0.4137931034482759	1.0			0.08333333333333333	1.0							0.8705882352941177	1.0						1.0	0.898989898989899	1.0	1.0	1.0	1.0								1.0				1.0																															1.0							1.0	1.0	1.0											1.0						1.0																																															1.0						1.0															1.0				
METTL8_5	0.1	0.3372093023255814	0.38461538461538464		0.9465240641711229	0.6190476190476191		0.0	1.0	0.0		1.0	1.0	1.0		1.0		1.0	1.0				1.0	1.0	0.8490566037735849		0.0033670033670033673			1.0			1.0	1.0			0.75	1.0				1.0				0.0			1.0	1.0				0.02325581395348837		1.0	1.0	1.0	1.0	1.0	1.0		0.0						1.0				1.0																															1.0							1.0	1.0	1.0											1.0			1.0			1.0																																															1.0						1.0																			
METTL9_3	1.0				1.0	1.0			1.0	1.0												1.0	1.0	1.0		1.0						1.0		1.0	1.0											1.0	1.0	1.0	1.0	1.0																1.0	1.0		1.0	1.0		1.0				1.0					1.0			1.0							1.0		0.2				1.0							1.0		1.0									0.9889502762430941								1.0				1.0		1.0										1.0					1.0																										1.0			1.0			1.0			0.037037037037037035																			0.0				1.0
MET_2														1.0																																							1.0	1.0																																																																																																																		1.0																				1.0	1.0	1.0				1.0		1.0		0.6666666666666666			0.5343680709534369	1.0
MFF_13																															0.0													0.0						1.0														1.0							1.0									1.0			1.0							1.0														1.0			1.0	1.0																				1.0												1.0	1.0						1.0								1.0				1.0	1.0		1.0	0.0				1.0								1.0		1.0			1.0	1.0		1.0														1.0					
MFF_15																	1.0				0.0	1.0								0.0	1.0			1.0				1.0						1.0		0.0			0.8333333333333334	1.0							0.8456140350877193							1.0							1.0		1.0		1.0				0.0	1.0			1.0																				1.0	1.0			1.0	1.0																	0.0		1.0	0.3239719157472417												1.0	1.0						1.0									1.0			1.0	1.0		1.0	1.0	1.0	1.0		1.0			1.0			1.0		1.0		1.0			1.0	1.0												0.0				1.0		1.0	1.0	1.0	
MFF_16	1.0				1.0	1.0	1.0	1.0		1.0			1.0	0.46875	1.0		0.959479015918958	1.0		1.0	0.5708502024291497		1.0	1.0	1.0			0.0	0.0	1.0	1.0			1.0	0.8181818181818182		1.0	1.0		1.0	0.8285714285714286		1.0	1.0		1.0	1.0		1.0	0.995991983967936	1.0	1.0	0.0	0.0019267822736030828			1.0					1.0									1.0				1.0		1.0		1.0	1.0				1.0	0.0					1.0		1.0	1.0	0.3595505617977528						0.0			1.0	1.0		1.0	0.9777777777777776	1.0		1.0	0.0								1.0						1.0	1.0	1.0	1.0									1.0				1.0					1.0										1.0			1.0	1.0			1.0	1.0	1.0		1.0			1.0			1.0			1.0					1.0		1.0									1.0	1.0									
MFF_17	1.0				1.0		1.0	1.0		1.0			1.0	0.6091954022988506	1.0		0.959479015918958			1.0	0.4143646408839779	0.8181818181818182	1.0	1.0	1.0			0.0	0.0	1.0	1.0	0.6923076923076923		1.0	0.8666666666666667		1.0	1.0		1.0	0.8895705521472392		1.0	1.0		1.0	1.0		1.0	0.9949367088607596	1.0	1.0	0.0	0.0019267822736030828			1.0					1.0									1.0				1.0		1.0		1.0	1.0				1.0	0.0					1.0		1.0	1.0	0.2597402597402597						0.0			1.0	1.0		1.0	0.9777777777777776	1.0		1.0	0.0								1.0						1.0	1.0	1.0	1.0									1.0		1.0	1.0	1.0					1.0									1.0	1.0			1.0	1.0			1.0	1.0	1.0		1.0			1.0			1.0			1.0					1.0		1.0									1.0	1.0						1.0			
MFF_18																	0.0				1.0									1.0	1.0			0.0				0.0						1.0						0.0							0.02958579881656805							1.0															1.0	0.2258064516129032			1.0							1.0																																			1.0		0.0	1.0																												0.0							1.0	0.0	0.0					0.0			0.0																			1.0	1.0									
MFF_19																					1.0									1.0	1.0													1.0						0.0							1.0							1.0							0.0								1.0	1.0			1.0							1.0														1.0			0.0	0.0																	1.0			0.38189386056191466													0.0																		0.0	0.0		0.0	1.0				0.0								0.0						0.0											1.0	1.0				0.0					
MFF_2	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0			0.0	0.0	0.0		0.8963133640552995		0.0	0.0	0.0	1.0	0.0	0.0	0.0						0.15594541910331386			1.0	0.0		0.0	0.2450090744101633		0.0	0.02205882352941177		0.0	0.14067702552719197		0.0	0.03448275862068965		0.68	0.2751235584843493	0.0	0.0	0.0	0.0			1.0					0.0		1.0							1.0		1.0		0.05112474437627812		0.0	0.0	0.0	1.0			0.9967159277504104	0.0								0.0	0.0	0.0						0.0			0.03164556962025317	0.14150943396226415		0.0	1.0	0.5531914893617021		0.0	0.0								0.0						0.0	0.0	1.0	1.0									0.0			1.0	1.0	1.0				0.0	1.0									1.0			1.0	1.0		1.0	1.0	1.0	1.0		1.0			1.0			1.0		1.0	1.0	1.0			1.0	1.0			0.0													1.0		1.0	1.0	0.6666666666666666	
MFF_3	0.0064516129032258064	0.0	0.0	0.0	0.0		0.0	0.0		0.017699115044247787			0.0	0.0	0.0		0.0		0.0	0.0	0.3948339483394834		0.0	0.0	0.0					1.0	0.1921641791044776				0.0		0.0	0.0		0.0	0.0		0.0	0.16903675878722835		0.08191653786707882	0.0			0.0	0.002840909090909091	0.002915451895043732	0.0	0.0006958942240779402			1.0					0.0		1.0											0.0		0.0	0.0	0.4545454545454545				0.9803921568627452	0.0						1.0		0.0	0.0	0.0				1.0		0.0			0.0	0.0		0.0		0.0		0.0	0.0								0.0						0.07017543859649122	0.0		1.0									0.0									0.0																	1.0																					0.0								1.0	1.0									
MFF_5	0.0				0.6		1.0	0.8484848484848485		0.02803738317757009			1.0	1.0	0.6521739130434783					1.0	0.0		1.0	1.0	1.0						1.0	1.0		1.0	1.0		1.0	1.0		1.0	1.0		1.0	0.999633766709394		1.0	1.0			0.33916849015317285	1.0	1.0					1.0								1.0						1.0				0.0		1.0		0.5714285714285714	1.0				1.0						0.9969788519637462		1.0		0.0									1.0	1.0		0.0016		1.0		1.0									1.0						1.0	1.0	1.0	0.8903474903474904									1.0		1.0	1.0	1.0					0.0									1.0	1.0			1.0	1.0			1.0	1.0	1.0		1.0			1.0			1.0								1.0		1.0																1.0		1.0	
MFF_7																	0.0																	0.0				0.0												0.8431372549019608							0.0							1.0							1.0									0.1111111111111111			1.0																					1.0			1.0	1.0																			0.0	1.0												1.0	0.8897637795275591						1.0								1.0	0.0			1.0	1.0		1.0		0.0	0.0		0.978021978021978			0.0			0.0		1.0		1.0			1.0	1.0		1.0														1.0					
MFGE8_1	1.0	1.0	1.0	1.0	1.0		0.9183673469387756			1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		0.9565217391304348	1.0				1.0	1.0					1.0	1.0	1.0		1.0	1.0	1.0		0.5		1.0	1.0	0.0	1.0		1.0							1.0	1.0	1.0				1.0	1.0		1.0																																	1.0														1.0						1.0						1.0																					1.0																																																												
MFGE8_4	0.0				0.0		0.05555555555555555			0.0		1.0	0.0				0.0	0.0		0.16455696202531644					0.0	0.0	1.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0			0.0	0.0		0.0			0.0							0.0	0.0	0.0					0.0																																																																																		0.0																																																												
MFSD11_3													1.0									1.0																																														1.0																1.0																																																	0.0	1.0								1.0																																														1.0		1.0								1.0				0.9027777777777778
MFSD8_3		1.0				1.0			1.0				0.0				1.0						1.0	1.0				1.0	1.0	1.0									1.0		1.0	1.0	1.0			1.0			1.0											1.0				1.0			1.0																						1.0													1.0																							1.0				1.0											1.0																													1.0					1.0					1.0																						0.0	
MFSD8_5		1.0	1.0			1.0			1.0								1.0					1.0	0.0	0.0				1.0	1.0	1.0									1.0	1.0	0.7579617834394905	1.0	1.0			1.0			1.0				1.0	1.0						0.0				0.0																						1.0																1.0																							1.0				1.0											1.0																		1.0											1.0					1.0					1.0																							1.0
MFSD8_6		1.0	1.0			1.0			1.0								1.0		1.0			1.0	1.0	1.0				1.0	1.0	1.0									1.0	1.0	1.0	1.0	1.0			1.0			1.0				1.0	1.0						1.0				1.0																						1.0																1.0		1.0																					1.0				1.0											1.0																		1.0											1.0					1.0					0.0																						1.0	1.0
MFSD8_7		1.0	1.0			1.0			1.0			1.0	1.0				1.0			0.0			0.0					1.0	1.0	1.0											1.0		1.0			1.0																		1.0																									1.0	1.0												0.0																							1.0				0.0											1.0																		0.0											1.0					1.0					0.0																						1.0	
MGAT4C_3																			0.0											0.0																0.0	0.5862068965517241				0.0	0.0										0.0																													0.0																																																			0.0																	0.0	0.0																	0.0	0.0																								
MGA_1					0.0												1.0						1.0	1.0				1.0	1.0																														1.0					1.0										1.0																						0.06042884990253411																																										1.0	1.0																							1.0													1.0																											
MGA_4					1.0								1.0						1.0			1.0												1.0						1.0			1.0		0.0																			1.0						1.0				0.0													1.0			1.0						1.0			1.0			1.0		1.0					1.0	1.0	1.0											1.0														0.0	0.0		0.0		1.0	1.0																																		0.0			1.0			1.0																				0.14285714285714285
MGME1_1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.3398058252427185	1.0	1.0	1.0	1.0	0.7278106508875741	0.8901098901098901		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.4432071269487751	1.0	1.0	1.0	0.7072			0.7642487046632125			1.0	1.0	0.4651162790697674		1.0	1.0		1.0	1.0	1.0	1.0	0.07623318385650224	1.0	1.0	1.0	1.0	1.0	1.0			1.0			1.0				1.0						1.0						1.0	1.0	1.0			1.0			1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0		1.0		0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0			1.0	1.0		1.0		1.0								1.0				1.0		1.0	1.0														1.0																																1.0		1.0											1.0	
MGME1_5	0.9615384615384616	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9233449477351916	0.4805194805194805	0.8222222222222222	0.6421356421356421	1.0	0.8823529411764706	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0580046403712297	1.0	1.0			1.0			1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	0.4166666666666667	0.6071428571428571	1.0	1.0	0.017421602787456445	1.0	1.0	1.0	1.0			1.0			1.0				1.0						0.0						0.0	1.0	1.0			1.0			1.0	1.0	1.0				1.0		1.0	1.0	1.0		1.0		1.0	1.0	1.0	0.16666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0	1.0		1.0		1.0								1.0				1.0		1.0	1.0														0.0																																1.0		1.0											1.0	
MGST2_2	1.0	1.0			1.0	1.0	1.0			1.0		1.0			1.0					1.0		1.0	0.0	0.0	1.0	0.7142857142857143						0.8181818181818182		1.0	0.7441860465116279		1.0	1.0	1.0										1.0								0.07718696397941681		1.0	0.7374301675977654	0.34806629834254144		1.0		0.630057803468208		1.0																			1.0	1.0	1.0			1.0			0.0		0.3217821782178218				0.6363636363636364	1.0		1.0	1.0					1.0				1.0									1.0	1.0		1.0	1.0						1.0						1.0		1.0																																																														
