	SRR4047452	SRR4047453	SRR4047431	SRR4047415	SRR4047430	SRR4047450	SRR4047404	SRR4047426	SRR4047425	SRR4047424	SRR4047441	SRR4047410	SRR4047448	SRR4047440	SRR4047446	SRR4047406	SRR4047422	SRR4047435	SRR4047451	SRR4047434	SRR4047408	SRR4047437	SRR4047454	SRR4047405	SRR4047445	SRR4047444	SRR4047414	SRR4047399	SRR4047443	SRR4047449	SRR4047396	SRR4047400	SRR4047398	SRR4047442	SRR4047457	SRR4047419	SRR4047417	SRR4047401	SRR4047403	SRR4047412	SRR4047420	SRR4047423	SRR4047436	SRR4047455	SRR4047428	SRR4047411	SRR4047429	SRR4047427	SRR4047397	SRR4047447	SRR4047456	SRR4047438	SRR4047402	SRR4047433	SRR4047416	SRR4047418	SRR4047421	SRR4047458	SRR4047439	SRR4047432	SRR4047409	SRR4047407	SRR4047297	SRR4047296	SRR4047335	SRR4047282	SRR4047281	SRR4047356	SRR4047348	SRR4047372	SRR4047375	SRR4047366	SRR4047383	SRR4047380	SRR4047246	SRR4047382	SRR4047361	SRR4047386	SRR4047373	SRR4047251	SRR4047368	SRR4047376	SRR4047357	SRR4047245	SRR4047355	SRR4047266	SRR4047277	SRR4047258	SRR4047269	SRR4047247	SRR4047264	SRR4047253	SRR4047268	SRR4047276	SRR4047250	SRR4047256	SRR4047248	SRR4047377	SRR4047395	SRR4047270	SRR4047272	SRR4047265	SRR4047273	SRR4047275	SRR4047384	SRR4047257	SRR4047267	SRR4047259	SRR4047262	SRR4047249	SRR4047381	SRR4047365	SRR4047252	SRR4047274	SRR4047261	SRR4047387	SRR4047374	SRR4047388	SRR4047360	SRR4047364	SRR4047358	SRR4047363	SRR4047255	SRR4047392	SRR4047379	SRR4047271	SRR4047370	SRR4047367	SRR4047354	SRR4047369	SRR4047378	SRR4047391	SRR4047385	SRR4047394	SRR4047254	SRR4047291	SRR4047371	SRR4047393	SRR4047333	SRR4047342	SRR4047389	SRR4047292	SRR4047329	SRR4047313	SRR4047326	SRR4047293	SRR4047307	SRR4047328	SRR4047324	SRR4047305	SRR4047306	SRR4047304	SRR4047327	SRR4047334	SRR4047312	SRR4047337	SRR4047320	SRR4047317	SRR4047289	SRR4047347	SRR4047303	SRR4047294	SRR4047319	SRR4047316	SRR4047330	SRR4047314	SRR4047308	SRR4047298	SRR4047349	SRR4047286	SRR4047325	SRR4047310	SRR4047350	SRR4047284	SRR4047345	SRR4047339	SRR4047351	SRR4047352	SRR4047336	SRR4047340	SRR4047309	SRR4047301	SRR4047318	SRR4047343	SRR4047341	SRR4047287	SRR4047321	SRR4047288	SRR4047322	SRR4047346	SRR4047344	SRR4047302	SRR4047353	SRR4047299	SRR4047279	SRR4047283	SRR4047290	SRR4047300	SRR4047280	SRR4047311	SRR4047285	SRR4047338
MID1_3						0.0	0.0						0.0	0.0	0.0	0.0		0.0		0.0											0.0					1.0					0.0	0.0		0.0					0.0							0.0		0.0						0.0	0.0															0.0		1.0											0.0									0.0	0.0		0.0						0.0								0.0	0.0	0.0		0.0						0.0					0.7802197802197802				0.0	0.4961832061068702		0.0																																																													
MIER1_3	0.0	0.0	0.0	0.0		0.0	0.0		0.5	0.0			0.0	0.9574468085106383					1.0	0.0	0.9090909090909092		0.0										0.4051282051282051								1.0			0.0		0.014005602240896359	1.0		0.0				0.0	0.0			0.0			0.0					0.0	1.0		0.9109131403118041	1.0						1.0					1.0	0.0								0.0			0.0				1.0	0.5355450236966824													0.25203252032520324		1.0										0.0							0.0				0.0	0.5555555555555556			0.0			0.0																																1.0					1.0	1.0	1.0	1.0				1.0		1.0	0.0				0.96	1.0	1.0		1.0		1.0				1.0	0.0
MIER1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0		0.0	0.0	0.0			0.1362126245847176	0.0873015873015873	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.005780346820809247	1.0	0.8918918918918919	0.0		0.04247104247104247	0.02880658436213992		0.0		0.0	0.0	0.5149384885764499	0.5428921568627451	0.0		0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0						0.0		0.0			0.0		0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0				0.0	1.0	0.0		0.0	0.0							0.0	0.0		0.0	0.0		0.8933333333333333	0.6739130434782609		0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0										0.0			0.0			0.24444444444444444							0.0				0.0			0.0		0.0			0.0	0.0	0.9375	0.0		0.0		0.0		0.0	0.0				0.0	0.0	0.0		0.0						0.0	0.0
MIER1_5	0.0	0.0	0.0	0.0		0.0	0.0		0.3939393939393939	0.0			0.0	0.925925925925926					1.0	0.0	0.8360655737704918		0.0										0.41116751269035534						1.0		1.0			0.0		0.008450704225352112	1.0		0.0				0.0	0.0			0.0			0.0					0.0	1.0		0.8340248962655602	1.0						1.0					1.0	0.0								0.0			0.0				1.0	0.3594771241830065													0.25203252032520324		1.0										0.0							0.0				0.0	0.3488372093023256			0.0			0.0										1.0																						1.0					1.0	1.0	1.0	1.0				1.0		1.0	0.0				0.96	1.0	1.0		1.0						1.0	0.0
MIER3_1		0.0	0.0													0.0		0.0										0.0	0.0												1.0					0.0									0.0															0.0	0.0									0.0												0.0		0.0					0.0																0.0													0.0		1.0	0.0													0.0														0.0									0.0	0.0																								0.0	0.0	0.0								0.0
MIF4GD_2											1.0								0.0	0.0	0.0	1.0				0.0						0.0			0.0	0.0										0.0																		0.0				0.0																							1.0																		0.0						0.0																					1.0																																																																		
MIF4GD_3		1.0	1.0				1.0	1.0			1.0								1.0	1.0	1.0	1.0	1.0	1.0		1.0						1.0			1.0	1.0										1.0																		1.0				1.0																							0.0								1.0										1.0						0.0																					1.0																																																																		
MIIP_1		0.017751479289940832	0.027027027027027032		0.0	1.0	0.0				1.0	0.6666666666666666					0.0			0.0						0.0				1.0	0.05263157894736842	0.0			0.0	0.0		0.2677595628415301					0.0	0.05092091007583965							1.0																																															1.0															1.0																																																																																						1.0			
MINPP1_3									1.0					1.0																				1.0																																											1.0							1.0	1.0								1.0																												1.0				1.0	1.0	1.0																																																		1.0			1.0																			1.0			
MIOS_1						1.0							1.0					1.0	1.0				1.0	1.0		1.0		0.0	0.0			1.0			1.0			1.0							1.0				0.5121951219512195							1.0		1.0										1.0												1.0																																																																																																																										
MIOS_7						0.0							0.5742971887550201						1.0				1.0	1.0		1.0						1.0			1.0			1.0							0.0				1.0							1.0		1.0										1.0												0.010526315789473684																																																																																																																										
MIPOL1_2					0.0						0.0	1.0				0.0		0.0																								0.0				0.0																		0.1							0.0									0.0															0.0																			0.0															1.0											0.0																				0.0																																										
MIPOL1_6					0.0						0.0					0.0		0.0																								0.49215686274509796		1.0		0.0																		0.21052631578947367				1.0			0.0									0.0															0.0																			0.0																										0.0																				0.0																																										
MIR205HG_2																										1.0						1.0	1.0		1.0					0.0	1.0	1.0	0.0		1.0												1.0					1.0																																																																																																																																												
MIS12_1						0.0	1.0		0.0			0.9047619047619048			0.0	0.0		0.0	1.0	0.9705882352941176	1.0	1.0			1.0						0.6216216216216216						0.9789473684210528							0.6577777777777778		0.0		0.0		0.5864022662889519								0.0		0.7135549872122762				0.0			0.1006423982869379				0.36242884250474383				1.0			1.0						0.7142857142857143			0.0				0.0								0.0			0.0								1.0	0.0		0.0								0.0									0.0											0.028571428571428567					0.0									0.0																																															
MIS18BP1_3	0.07219251336898395			0.5909090909090909	0.3333333333333333	0.029411764705882356		0.0		0.06524633821571238		0.0	0.06766917293233082	0.0	0.15789473684210525	0.0	0.4146341463414634	0.0			0.6923076923076923		1.0	1.0	0.21333333333333332	0.2519083969465649				0.0	0.31016042780748665	0.1919191919191919			0.17290552584670232		0.18987341772151897	0.0	1.0			0.009411764705882352		0.3390357698289269	0.9333333333333332		0.3793103448275862	0.0					0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0			1.0		0.5847457627118644			0.661608497723824				0.0			0.7127071823204421			0.0			1.0		0.0	0.0			0.0						0.1111111111111111		1.0			0.0	0.0		0.0		0.0	0.0					0.7837837837837838			0.0	0.0			1.0							1.0								1.0		0.0																																												0.0								0.0																
MITD1_1		1.0	1.0	0.043478260869565216	1.0	0.6606060606060606	1.0	0.04672897196261682	1.0	0.0	1.0		1.0	1.0		0.9966666666666668	0.12136929460580913	0.99644128113879		1.0			0.9989631933644376	0.9985496736765772	0.9913793103448276	0.9820627802690582	1.0	1.0	1.0	0.9611650485436892		0.9724770642201837	1.0	1.0	0.9728682170542636	1.0	1.0	0.947845804988662	0.009174311926605505	1.0		1.0	1.0		0.9931740614334472	1.0	0.9649122807017544		1.0		0.0011389521640091116	0.0	1.0	1.0					1.0	0.0		1.0			1.0		1.0									0.9955357142857144		1.0							1.0			1.0			1.0			1.0		0.9629629629629628					1.0	1.0	1.0			1.0			1.0			1.0									1.0								1.0					1.0		1.0			0.0			1.0									1.0								1.0	0.9991177767975298					1.0				0.6911586219774064					0.6820083682008368														1.0		1.0												1.0
MITD1_2	0.8285714285714286	0.4268292682926829	0.29411764705882354		0.0	0.0	0.5220588235294118	0.0	0.0	0.568	0.0		0.0	0.0		1.0	0.036936631650288036	0.9911783238815376		0.5309973045822103			0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.498108448928121	0.0125		0.006622516556291391	0.0	0.0		0.0		0.0	0.0	0.0	0.0010787486515641855					0.0	0.0		0.32945736434108525			0.0		0.0									0.0		0.0							0.0			0.0			0.0		0.0	0.0		0.0					0.0		0.0			0.0						0.0		0.0							0.0								0.0					0.0		0.0			0.0			0.0									0.0								0.0053475935828877	0.0					0.0				0.0					0.0								0.0						0.0		0.0												0.0
MKI67_1						1.0	0.0	1.0						1.0		1.0		1.0	1.0	0.0	1.0	1.0		1.0	1.0	1.0						1.0	1.0		1.0		1.0			1.0			1.0	1.0			1.0						1.0	1.0		0.0		0.0			1.0										1.0		1.0	0.0							1.0	1.0		1.0	1.0	1.0				1.0	1.0	0.0			1.0		1.0			1.0											1.0							1.0	1.0	1.0	1.0				1.0		1.0					1.0		1.0						1.0																																																														
MLF1_4	0.0	0.13391984359726294	0.16710875331564987	0.0	0.0	0.1223021582733813	0.0	0.2183908045977012	1.0	0.0		0.0	0.0	0.4927536231884058	0.02973977695167286		0.09375	0.0	0.15254237288135594	0.0			0.0		0.0	1.0					0.0	1.0	0.022727272727272728		1.0	0.8385093167701864	0.0	0.0			0.03349282296650718	0.0		0.0	0.01345291479820628	0.0136986301369863	0.09019607843137256	0.0	0.3093220338983051		0.0			0.0		0.0	0.09090909090909093	0.002158273381294964	0.11956521739130435	0.0		0.0	0.0		0.0								0.0							0.0		1.0					0.0				0.0		1.0		0.0	0.0	0.4696485623003195							0.08900523560209424								1.0			0.0		0.0	0.0	0.0	0.0	0.0				0.0		0.0	1.0		0.0										0.0		0.0																																																							0.6146788990825688					
MLF1_5		0.8904109589041096	0.9111111111111112			0.07692307692307693		0.7241379310344828	0.4925373134328358					1.0	0.0738255033557047		1.0		1.0		0.0	0.0	0.0	0.0		0.9791666666666666						0.9636363636363636	0.3333333333333333		0.9544513457556936	1.0					0.005291005291005291						0.6		1.0				0.0	0.0					0.10429447852760736																																		0.9161290322580644				1.0				0.0	0.0				0.0						1.0			0.0													0.6687898089171974																																																																		0.0			1.0					
MLH1_20	1.0	1.0	1.0		1.0	1.0		1.0		1.0			1.0	1.0	1.0				1.0				1.0	1.0				1.0	1.0				1.0			1.0			1.0		1.0					1.0			1.0				1.0	1.0	1.0		1.0			1.0		0.2413793103448276		0.7391304347826086	1.0			1.0					0.0								1.0			1.0			1.0		1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0			1.0		1.0	1.0	1.0		1.0		1.0	1.0	1.0							1.0				1.0		1.0						1.0	1.0				1.0	1.0	1.0																			1.0	1.0										0.0			0.0			1.0		1.0	1.0			1.0		1.0		1.0								1.0					1.0	1.0		
MLH3_1												1.0						1.0							1.0						0.0						1.0				0.0			0.0005698005698005698	0.9069767441860463										0.0				0.0																																								1.0																																							1.0					1.0																0.0	0.0									1.0					1.0																												0.0
MLH3_5												0.0				1.0		1.0							1.0						1.0						1.0				0.0			1.0	0.15789473684210525						1.0	1.0							1.0																																								0.0																																							1.0					1.0																1.0	1.0									1.0					1.0																												1.0
MLH3_9												1.0				1.0		1.0							1.0						1.0						1.0				0.0			1.0	1.0														1.0																																								1.0																																																												1.0	1.0									1.0					1.0																												1.0
MLLT10_1		0.0	0.0		1.0			0.0	1.0			0.0		0.8333333333333334	0.7888198757763976		1.0				1.0	1.0	1.0					0.013953488372093023	0.047619047619047616	1.0				1.0					0.6216216216216216					1.0	1.0														1.0					1.0					1.0	0.0	0.0		0.8793103448275862	0.0		1.0	0.0		1.0		1.0							0.0	0.0		1.0				0.3939393939393939			0.0	0.7294117647058823	0.21428571428571427	0.32057416267942584		1.0		0.0		1.0		1.0	0.0	0.0	1.0	0.4487804878048781	1.0			1.0		0.5967741935483871	1.0	0.0	1.0			0.0	1.0	1.0	0.00966183574879227	0.0		1.0			0.02631578947368421	1.0	0.0		1.0	1.0	1.0	1.0										1.0						1.0	0.9466666666666668	1.0	1.0										1.0			1.0			1.0	1.0			1.0									1.0		0.0			1.0	0.0	1.0						1.0
MLLT10_15		0.0	0.0		0.0			0.0	0.0			0.8482758620689655		0.38461538461538464	0.0		0.0				0.21052631578947367		0.0					0.0	0.0	0.0	0.0								0.0					0.0																	0.0				0.0	1.0			1.0	0.0	0.0013422818791946306		0.0	0.0		0.0	0.0		0.0		0.0							0.0			0.0				0.0			0.0	1.0	0.0	0.5576470588235294		1.0	1.0	0.0		0.0		1.0			0.0	0.16964285714285715	0.0			0.8125	1.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0			0.0	0.0	0.0		0.0021052631578947372	0.0	0.0	0.0	0.0			1.0											1.0	0.0	0.0	1.0	1.0										0.0			0.0			0.0	0.0			0.0											0.0			0.0	0.0	0.0						0.6992481203007519
MLLT10_25												1.0									1.0	0.0																			0.0																									1.0			1.0																														0.7110091743119266		1.0		1.0						1.0				1.0				1.0	1.0																																									1.0	1.0																																										1.0
MLX_1	1.0	0.9308855291576674	0.9701492537313432	1.0	0.07142857142857142	0.0	1.0	1.0	0.4835164835164835	1.0	0.9130434782608696	1.0		1.0	0.2248062015503876	0.7061946902654868	1.0	0.6664280601288475	0.3559322033898305	1.0	1.0		1.0	1.0	0.6473829201101928					0.7147239263803681	1.0		0.1393939393939394	0.7792494481236203			0.7277676950998185	0.7132743362831858	1.0	0.0	0.963260619977038	0.12271186440677966	0.0006662225183211193	1.0	1.0	0.3928571428571429	1.0	0.19047619047619047		1.0			0.19245283018867929	0.18859649122807015			1.0			0.0				0.0	1.0						0.0	1.0			1.0					1.0			1.0			1.0	1.0				1.0		1.0		1.0	1.0					1.0	1.0			1.0			1.0	1.0	1.0					1.0							1.0	1.0	0.4534883720930232				0.0			1.0								0.022222222222222227		1.0	0.8363636363636363						1.0								1.0		1.0	1.0	1.0																		1.0									1.0					0.1746031746031746	0.16743119266055045					0.8057455540355677				
MMAB_10					0.5670995670995671	1.0	0.0							0.0		0.0	0.060606060606060615	0.0	0.8552631578947368	0.0		1.0				0.0				0.0	0.0	0.0	0.0	0.0	0.0			0.0019047619047619048						0.0					0.0	0.0											0.0			0.05063291139240506									0.06145251396648045						0.0					1.0		0.047619047619047616	0.6115107913669064						0.0					0.1359026369168357	0.0	0.0	0.21052631578947367	0.0		0.950413223140496						0.08108108108108109						0.002079002079002079	0.9936305732484076							0.0			0.0			0.0				0.0	1.0		1.0		0.0	0.0																																					0.0	0.0650887573964497		0.0						0.04395604395604396					0.0026666666666666666				0.0						0.0	0.3939393939393939
MMS19_1					1.0	1.0						0.0	1.0				1.0						1.0	1.0	1.0	1.0						1.0		1.0	1.0		1.0									1.0	1.0																					1.0	1.0			1.0				1.0															1.0																																					1.0								0.0																																																																0.0		
MMS19_2					0.7668711656441718	0.3698630136986301							1.0						0.0				0.0	0.0	0.0	0.0								0.0	0.0		0.0							1.0		0.0																						0.0				0.0				0.0																																																																																																																														
MMS19_4					1.0	1.0											0.0		1.0				1.0	1.0	1.0	1.0					1.0			1.0	1.0		1.0							1.0		0.5543478260869565																						1.0				0.0				1.0																																																																																																																						1.0								
MMS19_6					1.0	1.0						1.0	1.0	1.0	1.0	1.0	1.0	1.0					1.0	1.0		1.0	1.0					1.0	1.0	1.0	1.0											1.0	1.0						1.0	1.0		0.0		0.0								1.0		1.0	1.0			1.0																																									1.0															1.0																																											1.0																									1.0				1.0		
MMS22L_3						1.0							1.0		1.0				1.0									1.0	1.0	1.0						1.0						1.0								1.0			1.0	1.0								0.0									1.0									1.0										1.0					1.0									1.0					0.0	1.0																		1.0						1.0							1.0																																																													
MMS22L_4	0.0				0.0	0.3555555555555556	0.0	0.007874015748031496	0.0028328611898017	0.0			0.0		0.0		0.0		0.0	0.0	0.0					0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0		0.0				0.0008032128514056224		0.0			0.0	0.0		0.0			0.5379939209726444	0.582089552238806							0.0										0.0									1.0		0.0								0.0					1.0	0.0					0.0			0.0					0.0	0.0																		0.0											0.0		0.0																																																													
MNAT1_3	1.0	1.0	1.0		1.0	1.0			1.0	1.0			1.0	1.0		1.0	1.0	1.0					1.0	1.0	1.0		1.0	1.0	1.0	0.04	0.0			1.0			1.0	1.0	0.125			0.3613445378151261	1.0	0.022026431718061675		1.0	1.0	1.0	1.0				1.0	1.0		1.0		1.0		1.0			1.0											1.0																			1.0	1.0	1.0		0.0				1.0	1.0		1.0					0.0		1.0		1.0	1.0													1.0				1.0					1.0					1.0																																				1.0			1.0				1.0	1.0														1.0			
MND1_6	1.0	1.0	1.0		1.0			1.0	0.9090909090909092	1.0		1.0	0.0	1.0	1.0			1.0			0.12195121951219512	1.0	1.0	1.0	1.0			0.5789473684210527	0.4166666666666667	0.9107142857142856	1.0		1.0		1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0		0.9183673469387756	0.65	1.0	1.0			1.0	1.0	1.0				0.8971428571428571		1.0	1.0		1.0		0.7066666666666667	1.0		0.8009630818619583		1.0		1.0	1.0					1.0	0.0				1.0	1.0		1.0				1.0		1.0		1.0	1.0	0.5172413793103449	1.0		1.0		0.6585365853658537		1.0		1.0				1.0	1.0		1.0	1.0				1.0							0.9358490566037736	1.0		1.0				1.0				1.0				0.0																																					1.0			1.0																						
MOB1B_2	0.0				1.0			0.0		0.0				0.0											0.0		0.0				1.0						0.0		0.0		0.0	1.0		1.0																																						0.0				0.0										0.0										1.0	0.0																																																																							0.0								0.0																0.05882352941176471
MOB1B_5	0.0				1.0			0.3150684931506849		0.0				0.0											0.0		0.0				1.0						0.0		0.0		0.0			1.0													0.9302325581395348																									0.0				0.0										0.0											0.0																																																																							0.0								0.0																0.0
MOB4_6	0.8694539249146758	0.9679012345679012	0.9902439024390244	1.0	0.9073359073359072	0.5649392194497761	0.9112903225806452	0.5664335664335665	1.0	0.8887152235073459	0.7879417879417879	0.9618320610687024	0.5898801597869507	0.39800995024875613	1.0	1.0	1.0	1.0	1.0	0.9147540983606556	0.8850574712643678	1.0	0.9716088328075708	0.9536082474226804	1.0	0.9801980198019802	0.3333333333333333	1.0	1.0	0.9399185336048879	0.7975	0.995850622406639	0.5195369030390738	0.9549180327868853	0.99182156133829	1.0	1.0	0.9450980392156862	1.0	1.0	0.6642599277978339	1.0	1.0	0.8338119854489757	1.0	0.9448818897637796	1.0	0.029126213592233014	1.0	1.0	0.4607523374646662	0.4005524861878453	1.0	1.0			1.0	1.0	0.9596774193548387	1.0	0.5529411764705883	0.7777777777777778	1.0	0.7859327217125383		1.0	1.0		1.0		1.0	1.0	1.0		1.0		0.9850560398505604	1.0		1.0			1.0	1.0		1.0	1.0	1.0	1.0		1.0			0.9918478260869564	0.9534883720930232	1.0	1.0		1.0	1.0		1.0	0.6950146627565983	1.0	1.0	1.0	1.0		1.0		1.0		0.6201550387596899		1.0	1.0			1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		0.6326530612244898	0.028169014084507043			0.6097560975609756	1.0		1.0		0.8118811881188119								0.018229166666666668				1.0		1.0	1.0	1.0			1.0				1.0												1.0	1.0			1.0	1.0	0.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0		1.0		1.0	0.11627906976744184
MOK_2																																																																	1.0			0.0																							1.0																			1.0							1.0					1.0	1.0	0.9801980198019802				0.0						1.0					1.0	1.0						1.0						1.0	0.0																	0.0		1.0	0.0				0.0															0.0	0.0					0.0				1.0
MOK_5																																																																	0.8431372549019608																										1.0																			0.0							0.0					0.0	1.0	0.0										1.0					1.0	1.0						1.0						0.0																				0.0																														0.1111111111111111
MON2_1											1.0																																																0.0					0.0		1.0			1.0		1.0																	1.0							1.0		1.0													1.0	1.0								0.0																		1.0					1.0																	1.0	1.0																																				1.0			1.0			1.0
MORC3_3		1.0	1.0	1.0	1.0			1.0				1.0	1.0	1.0							1.0						1.0			1.0	1.0		1.0			1.0		1.0				1.0		1.0		1.0		1.0		1.0	1.0	1.0					1.0	1.0									1.0			1.0															0.0				1.0													1.0			1.0											1.0		1.0		1.0										0.0				1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			0.056338028169014086									1.0				1.0	1.0				1.0	1.0				1.0					1.0		1.0	1.0	1.0	1.0	1.0						1.0						1.0	1.0					1.0	1.0		1.0	1.0
MORF4L2_1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9673202614379084	1.0	1.0	0.34365325077399383	0.9842519685039369	0.9652173913043478	1.0	1.0	1.0	0.85704831237591	1.0	0.8455172413793104	1.0	1.0	0.8269230769230769	1.0	1.0	1.0	0.6092715231788081		1.0	1.0	1.0	1.0	0.7522935779816514	1.0	1.0	0.6041811846689895	1.0	1.0	1.0	1.0		0.9975698663426488	0.6855072463768116		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		0.9952941176470588		1.0	1.0	1.0	0.5686274509803921	1.0	1.0	0.9949748743718592	1.0	1.0	1.0	0.99933598937583	1.0	0.9969278033794164		0.9984744469870328	1.0	1.0	1.0	0.9939024390243902	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		0.9976331360946744		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.5665914221218962	1.0	1.0				1.0	0.986842105263158	1.0	0.2283813747228381		1.0		1.0	1.0		1.0	1.0	1.0	1.0		0.0		1.0	0.9907407407407408	1.0	1.0		0.6841558441558442	0.5072463768115942	0.906896551724138		0.5680933852140078	0.8017492711370262	0.001869158878504673	1.0	0.9996757457846952	0.998952879581152	1.0	1.0	0.8840070298769771	1.0	1.0	0.7981651376146789	1.0	1.0	1.0	1.0	0.9863574351978172	1.0	0.9291784702549576	1.0	1.0	1.0	0.9505882352941176	0.14285714285714285	1.0	1.0	1.0	1.0	0.7223427331887202	0.7469586374695864
